transaction_id,account_id,type_id,amount,transaction_date
27844,76381,5,700,2023-03-08 18:05:26
27845,7120,4,10000,2023-04-08 00:35:57
27846,60539,1,800,2023-03-13 09:10:33
27847,23611,2,6000,2023-01-10 08:50:17
27848,41984,2,10000,2023-02-20 15:18:41
27849,31107,2,800,2023-01-25 23:46:19
27850,3520,5,100,2023-04-26 01:16:15
27851,48954,3,10000,2023-04-24 03:25:06
27852,43128,2,9000,2023-08-09 12:58:28
27853,40389,3,600,2023-08-16 03:57:47
27854,95421,1,1000,2023-03-12 06:47:06
27855,63121,3,300,2023-05-04 21:12:57
27856,37435,1,8000,2023-02-13 09:26:46
27857,51706,5,600,2023-05-10 01:17:43
27858,74813,3,7000,2023-02-23 21:13:58
27859,69913,5,700,2023-08-22 19:58:31
27860,36362,4,7000,2023-08-19 07:18:16
27861,40550,2,200,2023-07-27 13:05:18
27862,12535,1,7000,2023-07-29 01:24:10
27863,30858,3,300,2023-02-06 03:28:02
27864,71470,2,200,2023-07-17 19:56:54
27865,3421,2,5000,2023-01-13 04:38:12
27866,1666,2,4000,2023-01-30 16:23:18
27867,751,1,800,2023-02-12 01:48:17
27868,97427,1,7000,2023-08-20 16:03:41
27869,91623,3,5000,2023-07-06 16:00:59
27870,27057,4,6000,2023-08-21 20:43:55
27871,32076,3,1000,2023-05-28 19:02:28
27872,29529,4,600,2023-06-22 13:56:17
27873,11857,4,7000,2023-01-22 01:47:25
27874,66806,2,2000,2023-06-05 20:33:45
27875,8631,1,8000,2023-05-27 10:54:07
27876,90418,5,8000,2023-03-10 20:14:02
27877,78902,1,700,2023-05-11 10:35:31
27878,35518,3,100,2023-03-16 00:45:56
27879,94258,2,4000,2023-02-13 16:00:36
27880,71091,2,300,2023-08-01 12:57:42
27881,1661,1,9000,2023-05-22 11:06:51
27882,48252,3,10000,2023-01-12 20:07:35
27883,81018,5,200,2023-01-16 06:08:46
27884,59992,1,10000,2023-03-25 01:47:53
27885,71514,3,900,2023-03-25 17:20:50
27886,9617,2,100,2023-08-14 15:03:20
27887,94670,1,2000,2023-01-24 22:04:44
27888,29433,5,500,2023-05-06 08:32:21
27889,74214,4,6000,2023-03-05 11:05:31
27890,20950,5,500,2023-06-17 11:01:47
27891,7231,1,600,2023-08-14 19:09:56
27892,56746,3,200,2023-06-11 03:55:45
27893,7774,2,300,2023-07-11 11:13:09
27894,94351,5,500,2023-08-20 12:27:56
27895,94818,3,200,2023-04-06 22:38:55
27896,54563,5,200,2023-06-22 21:17:22
27897,62664,2,1000,2023-05-16 11:05:36
27898,74092,1,600,2023-02-04 07:31:35
27899,26781,4,8000,2023-06-24 21:10:40
27900,87423,5,6000,2023-08-05 17:58:28
27901,87906,3,6000,2023-02-02 21:40:45
27902,48419,2,500,2023-08-09 11:09:31
27903,66337,1,100,2023-08-09 04:33:38
27904,57656,4,100,2023-04-06 14:33:56
27905,69008,3,300,2023-01-24 10:40:45
27906,32536,5,1000,2023-07-06 01:13:19
27907,62972,1,1000,2023-08-06 11:24:16
27908,70973,1,300,2023-06-21 21:07:10
27909,85274,3,900,2023-05-08 23:48:44
27910,21740,4,3000,2023-05-26 23:07:23
27911,37623,3,700,2023-07-12 09:12:28
27912,47529,1,9000,2023-01-26 20:05:21
27913,48804,5,5000,2023-02-05 23:39:05
27914,72824,5,3000,2023-02-20 03:05:59
27915,40987,1,1000,2023-05-21 22:07:32
27916,38405,4,500,2023-01-17 01:08:59
27917,91127,1,7000,2023-03-29 16:00:06
27918,85375,3,4000,2023-04-09 16:35:18
27919,10509,2,2000,2023-04-28 23:47:07
27920,15367,4,400,2023-02-08 03:13:58
27921,96249,4,900,2023-06-25 16:03:48
27922,93990,5,10000,2023-01-11 04:26:13
27923,52406,2,100,2023-05-18 10:04:45
27924,63441,1,300,2023-01-25 00:00:05
27925,49081,1,400,2023-07-27 16:36:36
27926,41800,3,100,2023-06-08 16:40:44
27927,70064,1,700,2023-01-25 06:01:00
27928,73652,2,700,2023-04-14 20:37:03
27929,69655,1,500,2023-01-29 00:11:04
27930,14077,3,400,2023-08-13 08:32:24
27931,20485,3,100,2023-08-09 06:16:38
27932,94536,3,3000,2023-03-17 12:57:21
27933,63987,3,600,2023-05-08 17:46:50
27934,61769,5,1000,2023-08-23 17:33:42
27935,53824,2,900,2023-02-11 18:38:20
27936,97748,5,7000,2023-02-22 20:04:45
27937,65030,4,10000,2023-07-12 20:24:50
27938,89804,3,8000,2023-04-24 04:03:34
27939,76170,5,200,2023-01-09 19:55:19
27940,58194,1,8000,2023-04-17 03:14:52
27941,45816,3,6000,2023-06-24 00:16:55
27942,62166,4,5000,2023-06-28 08:35:17
27943,44393,2,7000,2023-08-09 03:36:28
27944,90495,3,4000,2023-03-25 18:59:15
27945,54876,2,2000,2023-04-17 00:04:27
27946,62014,1,600,2023-08-16 10:25:07
27947,95625,3,800,2023-05-03 07:07:13
27948,20942,5,5000,2023-02-14 14:10:47
27949,99320,3,6000,2023-06-27 06:33:35
27950,83731,2,800,2023-04-12 00:04:09
27951,79836,3,100,2023-03-27 17:21:18
27952,39133,3,1000,2023-01-24 03:03:55
27953,98927,2,9000,2023-06-07 00:15:08
27954,26995,5,6000,2023-07-12 05:25:22
27955,15389,5,400,2023-03-20 12:04:31
27956,28555,1,5000,2023-06-30 19:10:38
27957,61575,3,9000,2023-07-14 06:27:06
27958,42635,2,200,2023-01-18 10:21:31
27959,90989,2,8000,2023-07-21 02:14:52
27960,63223,4,600,2023-07-12 11:43:47
27961,77438,3,7000,2023-04-18 04:22:36
27962,71836,3,8000,2023-01-30 20:05:39
27963,51918,4,1000,2023-02-21 02:14:02
27964,21993,2,400,2023-08-17 04:39:55
27965,51897,1,500,2023-05-31 07:25:57
27966,52038,2,9000,2023-08-24 09:28:17
27967,2943,1,100,2023-01-21 04:56:08
27968,83945,1,3000,2023-02-03 17:46:01
27969,82227,3,400,2023-07-18 19:46:34
27970,68456,4,600,2023-04-18 22:08:18
27971,53514,5,1000,2023-08-17 05:18:52
27972,83058,4,100,2023-02-28 10:19:27
27973,14447,3,10000,2023-04-22 02:07:43
27974,69008,4,1000,2023-02-14 06:50:15
27975,93554,3,700,2023-03-12 17:28:59
27976,73680,1,2000,2023-07-11 12:12:08
27977,55098,5,3000,2023-02-21 19:02:47
27978,21899,5,3000,2023-05-30 16:55:37
27979,79237,5,8000,2023-03-13 16:57:09
27980,54009,3,900,2023-05-19 01:22:12
27981,73050,1,300,2023-01-25 09:06:10
27982,40566,4,600,2023-05-20 10:00:28
27983,8261,4,400,2023-04-28 08:55:14
27984,21872,5,800,2023-04-20 18:13:05
27985,7180,2,900,2023-06-06 15:46:09
27986,18008,3,9000,2023-06-21 05:28:55
27987,44703,3,2000,2023-02-10 12:10:48
27988,41925,4,500,2023-06-16 18:33:09
27989,47926,1,7000,2023-07-25 03:05:41
27990,85772,5,900,2023-02-19 09:29:09
27991,97607,5,3000,2023-03-06 17:04:14
27992,78965,1,9000,2023-07-25 05:23:22
27993,21913,2,400,2023-04-12 21:33:43
27994,563,2,6000,2023-02-05 19:19:39
27995,4720,3,1000,2023-07-06 18:26:02
27996,38752,1,100,2023-05-24 20:50:53
27997,55664,5,2000,2023-02-02 09:36:00
27998,66097,1,500,2023-03-16 06:17:42
27999,85200,5,300,2023-04-24 03:03:37
28000,78584,3,400,2023-05-16 17:26:51
28001,77598,3,4000,2023-05-12 10:04:52
28002,65162,1,10000,2023-02-21 01:25:56
28003,99327,4,900,2023-05-25 07:21:07
28004,49044,4,200,2023-08-12 01:53:56
28005,49363,1,1000,2023-08-14 21:38:06
28006,2124,3,2000,2023-05-14 04:56:29
28007,94370,5,10000,2023-01-14 10:36:43
28008,60198,3,7000,2023-08-19 17:43:25
28009,93283,3,500,2023-07-17 07:11:00
28010,54731,3,200,2023-05-16 11:25:45
28011,57983,2,100,2023-07-04 17:39:18
28012,25659,4,7000,2023-02-23 05:14:07
28013,5506,4,9000,2023-06-01 16:06:54
28014,76570,4,1000,2023-04-27 01:07:04
28015,71370,3,200,2023-08-19 08:21:52
28016,92552,5,6000,2023-07-04 15:11:44
28017,771,1,500,2023-04-04 13:29:56
28018,24923,5,300,2023-05-24 19:52:19
28019,34475,4,900,2023-04-25 02:13:42
28020,87731,3,4000,2023-03-21 09:32:48
28021,87718,3,9000,2023-04-28 23:10:08
28022,88693,2,4000,2023-08-21 07:35:05
28023,7915,4,800,2023-06-18 09:50:13
28024,50786,3,500,2023-01-02 14:17:40
28025,77579,3,700,2023-02-25 18:20:50
28026,9914,1,200,2023-03-18 22:40:37
28027,29159,5,400,2023-02-20 09:50:09
28028,3962,5,1000,2023-02-15 14:47:07
28029,24694,4,900,2023-05-13 18:48:06
28030,52876,5,200,2023-02-27 13:32:14
28031,79090,5,7000,2023-03-22 00:31:46
28032,67335,4,9000,2023-02-11 01:22:11
28033,8326,5,9000,2023-02-03 11:03:01
28034,80744,3,10000,2023-08-06 21:32:25
28035,48289,1,10000,2023-06-15 00:01:12
28036,18246,4,100,2023-05-22 13:34:41
28037,68861,5,600,2023-01-04 18:16:28
28038,43462,4,800,2023-02-10 10:34:27
28039,56581,2,600,2023-03-04 08:51:48
28040,51399,2,800,2023-08-06 21:41:56
28041,92203,5,10000,2023-03-27 11:32:24
28042,74680,4,600,2023-01-24 03:01:10
28043,75426,5,2000,2023-06-22 10:30:00
28044,24977,2,500,2023-01-22 00:16:53
28045,91944,1,9000,2023-03-16 12:15:39
28046,50507,3,100,2023-04-23 06:33:07
28047,22693,2,3000,2023-03-03 06:39:13
28048,88488,1,300,2023-04-14 20:55:54
28049,37018,4,6000,2023-03-15 14:44:59
28050,74560,4,200,2023-05-13 09:22:06
28051,5722,2,600,2023-06-17 14:43:53
28052,94306,5,2000,2023-04-02 01:35:56
28053,23375,3,300,2023-08-11 07:36:48
28054,69431,3,5000,2023-04-02 11:27:27
28055,59592,3,9000,2023-07-27 05:29:39
28056,78277,2,5000,2023-07-01 04:23:32
28057,61540,5,400,2023-01-01 10:32:16
28058,11044,4,6000,2023-02-24 07:20:27
28059,37157,5,900,2023-05-11 18:37:15
28060,33021,1,200,2023-02-05 13:32:46
28061,7693,5,5000,2023-06-02 00:33:20
28062,58692,4,800,2023-05-14 23:45:45
28063,65918,4,300,2023-06-03 00:35:19
28064,3083,2,1000,2023-08-20 11:02:55
28065,54222,2,100,2023-04-25 19:07:36
28066,89917,3,8000,2023-05-11 07:38:21
28067,21217,5,5000,2023-01-30 23:19:08
28068,87106,2,4000,2023-08-08 02:51:17
28069,23345,2,400,2023-04-30 08:33:24
28070,65518,1,10000,2023-06-09 22:59:02
28071,79754,2,2000,2023-05-26 12:39:35
28072,75453,3,800,2023-01-01 02:23:43
28073,72776,3,100,2023-03-06 20:55:09
28074,59155,4,1000,2023-07-09 08:37:11
28075,67723,5,300,2023-04-25 08:17:04
28076,78693,3,700,2023-07-25 06:12:26
28077,73600,2,800,2023-08-23 23:43:30
28078,47096,2,4000,2023-02-01 04:22:13
28079,11321,5,6000,2023-04-04 04:43:05
28080,81831,1,3000,2023-04-16 22:07:48
28081,39345,4,9000,2023-01-09 17:02:26
28082,22965,4,1000,2023-01-07 11:09:07
28083,45749,4,600,2023-05-30 18:31:02
28084,12623,4,2000,2023-08-11 02:37:01
28085,30245,2,6000,2023-07-28 23:24:33
28086,61386,1,900,2023-06-29 13:00:53
28087,91894,5,8000,2023-07-04 17:51:09
28088,14681,5,1000,2023-06-14 08:44:20
28089,64796,4,600,2023-06-10 12:57:53
28090,19656,4,600,2023-06-14 04:06:00
28091,15024,2,800,2023-07-28 12:30:01
28092,47956,2,5000,2023-05-04 14:20:26
28093,2125,1,500,2023-03-30 15:57:09
28094,88341,1,200,2023-06-22 06:27:06
28095,79192,4,5000,2023-07-02 02:47:28
28096,93039,2,200,2023-05-30 11:16:19
28097,23869,4,5000,2023-01-20 13:02:37
28098,76855,4,700,2023-06-29 21:11:37
28099,73914,3,1000,2023-05-12 13:21:57
28100,78287,2,400,2023-06-10 13:41:40
28101,44200,1,700,2023-05-02 07:43:48
28102,72785,3,9000,2023-07-06 05:40:16
28103,89218,5,400,2023-05-19 04:01:47
28104,76345,1,300,2023-02-23 09:21:29
28105,98831,2,300,2023-05-07 14:48:31
28106,44089,1,900,2023-04-17 18:36:49
28107,94535,4,10000,2023-03-02 12:14:19
28108,13401,3,1000,2023-05-10 21:16:25
28109,20945,5,4000,2023-03-21 21:17:51
28110,34823,1,4000,2023-04-26 11:13:55
28111,59117,2,100,2023-03-25 01:16:44
28112,12157,1,8000,2023-01-27 05:50:38
28113,24540,3,10000,2023-04-30 05:16:58
28114,21203,3,9000,2023-02-25 10:32:24
28115,76692,3,7000,2023-01-18 11:50:37
28116,89918,4,4000,2023-04-22 14:24:16
28117,93223,5,10000,2023-05-01 16:28:41
28118,56070,3,800,2023-05-08 05:54:16
28119,25494,2,8000,2023-04-03 07:55:14
28120,79409,3,700,2023-07-03 16:16:16
28121,18638,1,4000,2023-04-20 07:26:52
28122,31586,4,200,2023-03-13 06:07:24
28123,55084,5,700,2023-01-29 17:12:18
28124,51939,1,8000,2023-08-17 19:10:06
28125,16515,1,5000,2023-01-04 18:30:40
28126,79865,3,3000,2023-02-06 18:03:41
28127,97961,2,6000,2023-01-30 20:21:23
28128,8020,5,800,2023-05-22 09:18:12
28129,91507,4,100,2023-02-28 02:00:40
28130,38476,4,900,2023-02-27 05:28:20
28131,9213,4,7000,2023-05-17 20:58:06
28132,78972,4,200,2023-03-03 00:15:00
28133,50753,4,900,2023-05-30 01:04:37
28134,8789,1,8000,2023-05-28 23:34:11
28135,8963,4,4000,2023-07-01 13:15:12
28136,17165,4,5000,2023-08-01 21:47:56
28137,83417,2,600,2023-01-06 09:36:31
28138,99829,4,600,2023-04-07 04:53:33
28139,40237,5,6000,2023-01-18 19:33:40
28140,81579,1,600,2023-05-20 16:17:02
28141,54245,2,500,2023-03-28 13:57:19
28142,54456,5,900,2023-04-02 09:27:46
28143,24538,2,2000,2023-06-15 07:57:43
28144,71303,2,7000,2023-02-16 12:36:56
28145,72557,4,2000,2023-06-11 13:59:23
28146,34825,5,6000,2023-08-05 03:05:15
28147,72545,5,200,2023-01-21 23:08:21
28148,23078,2,300,2023-02-05 08:25:56
28149,89778,1,10000,2023-02-21 07:00:47
28150,32208,1,4000,2023-07-20 12:19:23
28151,21730,4,400,2023-05-29 16:03:35
28152,59916,2,4000,2023-03-02 21:15:01
28153,19294,5,600,2023-06-17 21:36:43
28154,66055,4,2000,2023-08-24 20:03:49
28155,68412,5,10000,2023-04-01 09:19:09
28156,56495,3,4000,2023-08-12 10:11:38
28157,81033,2,900,2023-03-15 02:53:34
28158,45807,5,1000,2023-07-06 13:47:07
28159,59011,2,7000,2023-07-05 04:06:16
28160,78429,1,1000,2023-08-24 22:04:36
28161,83275,4,700,2023-07-09 13:10:05
28162,51065,1,900,2023-06-09 09:22:23
28163,67810,3,400,2023-07-01 23:25:18
28164,10678,2,900,2023-07-24 18:18:32
28165,22954,5,8000,2023-03-06 17:01:41
28166,12306,3,8000,2023-06-26 00:19:23
28167,17560,5,400,2023-01-18 01:11:39
28168,71202,1,10000,2023-01-10 02:04:03
28169,72045,5,5000,2023-03-03 15:32:34
28170,77033,3,10000,2023-05-18 00:21:48
28171,21067,4,100,2023-03-26 23:50:40
28172,15778,4,700,2023-03-19 13:08:04
28173,73931,2,3000,2023-07-08 03:49:25
28174,7771,5,3000,2023-05-22 02:29:23
28175,75634,1,900,2023-07-26 02:11:12
28176,23390,3,600,2023-07-02 14:46:23
28177,51101,1,8000,2023-02-25 05:58:58
28178,31298,4,7000,2023-07-13 14:18:49
28179,99613,4,4000,2023-03-27 22:06:16
28180,42160,2,100,2023-03-04 06:04:28
28181,90556,3,800,2023-05-05 02:14:58
28182,25440,4,600,2023-04-04 13:06:44
28183,5061,5,700,2023-05-30 05:24:44
28184,52620,4,9000,2023-03-25 09:15:21
28185,22035,1,3000,2023-07-06 01:14:53
28186,40510,3,5000,2023-01-20 17:21:35
28187,67057,4,800,2023-04-02 05:16:15
28188,75401,3,200,2023-01-19 09:29:56
28189,1739,2,8000,2023-06-20 02:27:28
28190,69050,2,800,2023-07-29 23:38:43
28191,78770,1,4000,2023-04-13 13:55:47
28192,20516,4,900,2023-06-29 13:14:20
28193,98277,1,900,2023-01-04 18:54:20
28194,62089,5,100,2023-03-26 22:08:58
28195,1879,4,9000,2023-04-30 05:24:32
28196,56811,1,300,2023-02-07 21:52:25
28197,85047,2,600,2023-04-03 15:18:47
28198,16049,5,700,2023-04-12 02:00:52
28199,94245,2,100,2023-05-11 07:52:19
28200,3230,2,200,2023-01-19 08:43:38
28201,85035,1,2000,2023-01-22 18:08:26
28202,54522,4,400,2023-04-30 06:54:57
28203,70593,3,1000,2023-03-21 14:37:14
28204,5385,2,5000,2023-01-18 20:26:42
28205,90751,2,500,2023-01-18 09:42:00
28206,50819,2,9000,2023-07-01 00:52:24
28207,50182,1,200,2023-08-08 06:31:46
28208,32020,3,200,2023-05-13 01:53:17
28209,75217,1,900,2023-04-09 21:37:42
28210,6231,3,4000,2023-08-08 02:33:06
28211,72957,4,10000,2023-04-05 17:22:58
28212,62149,3,200,2023-01-23 16:38:33
28213,80111,2,200,2023-05-26 12:18:48
28214,74944,3,200,2023-03-08 20:55:32
28215,25866,1,300,2023-01-16 20:57:38
28216,17430,4,600,2023-01-23 03:58:38
28217,65413,3,3000,2023-03-05 04:53:42
28218,19981,5,200,2023-04-20 02:52:10
28219,91311,4,4000,2023-02-13 16:59:01
28220,69109,5,900,2023-05-04 23:25:21
28221,38207,3,900,2023-08-01 04:19:26
28222,74437,1,7000,2023-01-25 00:45:28
28223,83544,3,6000,2023-07-20 00:11:40
28224,31197,2,10000,2023-01-22 03:46:48
28225,31946,2,600,2023-02-24 00:01:49
28226,70497,5,1000,2023-03-30 22:20:03
28227,92655,5,2000,2023-07-30 09:39:07
28228,66579,3,700,2023-02-05 17:35:23
28229,44947,4,3000,2023-07-24 04:24:48
28230,68985,4,7000,2023-07-29 07:56:11
28231,89541,4,4000,2023-06-27 06:27:46
28232,29903,5,1000,2023-08-06 10:33:34
28233,81355,2,1000,2023-06-02 11:14:22
28234,14331,4,400,2023-06-05 18:21:32
28235,28631,4,3000,2023-05-23 21:09:09
28236,5322,1,100,2023-04-10 05:14:28
28237,77858,5,300,2023-07-10 14:20:54
28238,17103,4,10000,2023-07-27 13:48:44
28239,66924,4,300,2023-08-14 10:16:15
28240,66949,5,400,2023-01-04 03:45:47
28241,7252,5,900,2023-02-06 03:55:22
28242,93911,1,4000,2023-02-24 00:44:50
28243,63333,2,700,2023-01-05 04:21:31
28244,41458,2,3000,2023-03-24 18:13:00
28245,57806,4,1000,2023-04-18 01:21:01
28246,44497,2,9000,2023-08-15 04:05:33
28247,96795,4,500,2023-07-16 12:47:38
28248,89132,1,4000,2023-07-31 13:28:06
28249,96868,1,800,2023-08-23 02:33:30
28250,47924,3,300,2023-05-08 14:53:49
28251,27308,4,9000,2023-02-03 23:21:54
28252,79658,1,3000,2023-01-02 02:34:35
28253,33209,4,300,2023-03-05 17:59:39
28254,42677,2,900,2023-01-19 01:15:29
28255,3230,1,700,2023-04-22 03:20:12
28256,40253,5,500,2023-06-29 15:14:32
28257,99793,2,200,2023-08-16 12:32:21
28258,99842,3,2000,2023-02-06 13:37:22
28259,80106,5,700,2023-07-16 18:16:58
28260,45469,4,200,2023-07-24 10:13:35
28261,23273,2,9000,2023-05-22 08:42:55
28262,63560,1,500,2023-03-09 18:17:47
28263,31668,5,2000,2023-03-12 07:41:28
28264,99482,5,7000,2023-02-21 01:48:36
28265,37352,2,600,2023-05-17 16:05:13
28266,23030,1,7000,2023-08-17 09:32:03
28267,48071,1,9000,2023-03-26 17:14:21
28268,81365,4,4000,2023-01-05 15:39:44
28269,22453,3,700,2023-06-22 11:08:53
28270,61110,4,100,2023-04-04 10:41:56
28271,70336,1,7000,2023-01-30 02:37:21
28272,57195,4,300,2023-05-18 12:14:10
28273,70651,4,600,2023-03-13 14:49:15
28274,85967,3,400,2023-08-25 01:01:28
28275,98919,1,300,2023-01-22 22:45:59
28276,32986,5,6000,2023-01-20 21:18:58
28277,30590,5,300,2023-08-23 08:05:54
28278,81346,4,3000,2023-01-29 02:39:07
28279,80275,1,8000,2023-08-11 06:31:30
28280,23641,4,3000,2023-04-29 23:55:35
28281,62458,5,500,2023-05-08 06:21:26
28282,11042,1,6000,2023-03-10 07:55:01
28283,1667,4,800,2023-08-07 05:18:09
28284,15269,1,2000,2023-07-02 17:50:38
28285,80287,1,9000,2023-06-22 10:07:17
28286,83029,3,8000,2023-02-13 15:16:36
28287,6802,1,700,2023-04-24 03:08:23
28288,26125,3,100,2023-06-06 21:44:28
28289,85531,3,10000,2023-03-17 15:03:32
28290,96132,2,1000,2023-05-20 19:01:35
28291,54702,3,4000,2023-06-29 04:53:23
28292,19961,1,1000,2023-01-28 17:54:18
28293,82671,5,6000,2023-06-23 23:27:10
28294,56320,1,8000,2023-03-18 16:15:59
28295,41403,2,6000,2023-06-16 13:50:11
28296,62668,2,9000,2023-07-20 01:45:09
28297,95172,5,2000,2023-06-16 00:46:08
28298,51431,2,900,2023-01-29 23:09:12
28299,6115,3,6000,2023-02-01 01:44:20
28300,708,5,800,2023-04-02 17:05:35
28301,6191,5,600,2023-01-31 06:35:15
28302,32969,5,5000,2023-07-11 23:46:49
28303,22101,2,2000,2023-07-26 09:40:51
28304,1303,4,5000,2023-04-01 23:20:01
28305,48583,4,6000,2023-08-05 06:30:15
28306,22194,1,9000,2023-07-07 23:31:09
28307,69109,2,9000,2023-05-29 08:59:32
28308,29095,2,6000,2023-06-30 16:18:53
28309,98855,5,700,2023-06-05 20:58:49
28310,29183,2,10000,2023-08-16 04:07:14
28311,68488,1,100,2023-06-20 07:05:48
28312,77293,5,3000,2023-05-15 18:40:03
28313,40284,1,4000,2023-07-07 20:02:04
28314,64442,1,9000,2023-05-26 06:23:22
28315,4133,4,400,2023-02-18 16:28:32
28316,81877,3,300,2023-06-21 23:12:46
28317,93177,4,4000,2023-04-03 04:06:24
28318,27203,3,7000,2023-07-11 08:02:38
28319,17707,5,700,2023-06-03 01:30:53
28320,12491,5,8000,2023-03-18 10:28:04
28321,76962,1,9000,2023-06-09 22:21:03
28322,45196,2,700,2023-01-24 15:37:05
28323,61165,2,900,2023-08-11 22:25:36
28324,70245,3,700,2023-02-16 04:45:00
28325,47487,1,700,2023-02-08 19:39:46
28326,98732,2,7000,2023-05-13 13:15:24
28327,91311,2,100,2023-05-15 22:46:50
28328,10213,1,900,2023-02-09 15:34:20
28329,2131,1,8000,2023-04-11 10:41:45
28330,87132,2,400,2023-05-25 18:09:51
28331,73798,4,10000,2023-07-01 02:35:17
28332,27901,5,1000,2023-07-20 03:26:51
28333,97538,4,700,2023-08-05 14:13:36
28334,99472,4,800,2023-07-05 03:52:14
28335,92186,4,600,2023-04-30 21:24:37
28336,29147,1,7000,2023-01-19 10:15:16
28337,86663,2,10000,2023-01-19 05:44:37
28338,14858,4,300,2023-04-21 11:22:36
28339,8461,3,400,2023-06-26 03:02:35
28340,67200,4,900,2023-08-24 07:31:47
28341,28657,2,3000,2023-06-13 09:56:12
28342,89221,5,1000,2023-01-01 20:59:25
28343,58901,1,900,2023-02-14 08:37:52
28344,96674,1,4000,2023-02-08 12:07:25
28345,11662,4,600,2023-01-01 05:30:52
28346,15675,3,5000,2023-04-09 14:58:50
28347,8342,4,3000,2023-06-02 04:15:26
28348,98733,2,3000,2023-08-25 06:33:22
28349,24718,3,900,2023-01-03 16:06:08
28350,84817,5,8000,2023-08-07 18:05:58
28351,14961,5,6000,2023-04-01 10:20:12
28352,71625,5,900,2023-05-24 03:28:36
28353,60281,4,1000,2023-08-03 03:17:21
28354,6868,4,300,2023-06-24 08:13:54
28355,39070,2,700,2023-03-07 05:00:47
28356,78951,5,7000,2023-04-03 05:04:53
28357,32584,5,10000,2023-07-11 06:14:33
28358,30524,1,3000,2023-03-23 08:50:00
28359,82981,5,100,2023-04-10 18:37:41
28360,21187,1,500,2023-01-21 11:53:42
28361,29860,3,6000,2023-05-18 13:49:37
28362,46457,1,300,2023-01-16 18:59:57
28363,33058,4,6000,2023-06-20 07:47:21
28364,64117,2,600,2023-06-22 11:57:37
28365,63692,1,100,2023-03-02 23:46:43
28366,2795,4,900,2023-08-15 20:38:32
28367,42984,2,400,2023-03-14 11:49:21
28368,76038,4,5000,2023-04-27 16:53:46
28369,78597,2,500,2023-04-05 02:28:44
28370,53687,1,7000,2023-04-19 03:38:10
28371,15248,3,5000,2023-06-23 10:00:24
28372,15447,1,8000,2023-01-18 22:52:16
28373,12604,2,500,2023-07-02 02:21:49
28374,3976,1,300,2023-08-14 03:23:00
28375,68290,2,10000,2023-08-06 01:01:17
28376,12231,4,5000,2023-06-21 22:36:59
28377,54041,2,6000,2023-05-18 20:01:07
28378,84872,3,2000,2023-02-15 18:39:03
28379,25422,4,600,2023-06-16 21:13:02
28380,83723,1,2000,2023-03-02 19:51:44
28381,83363,3,3000,2023-03-29 13:35:55
28382,53706,2,300,2023-02-19 12:14:42
28383,16252,1,200,2023-08-21 03:29:38
28384,92881,4,1000,2023-01-17 13:38:30
28385,33038,3,3000,2023-06-21 20:41:48
28386,48198,3,6000,2023-01-01 11:38:42
28387,68749,4,300,2023-04-06 12:39:21
28388,44997,1,400,2023-06-21 22:23:37
28389,63921,3,8000,2023-03-03 13:38:51
28390,54037,1,2000,2023-01-17 02:52:25
28391,62566,5,8000,2023-02-16 20:10:44
28392,79983,3,2000,2023-05-17 19:34:21
28393,46089,5,4000,2023-07-21 09:20:36
28394,65473,2,10000,2023-06-19 14:44:27
28395,77347,4,5000,2023-08-22 18:09:49
28396,49214,5,7000,2023-04-14 03:28:16
28397,99979,1,2000,2023-01-03 11:04:13
28398,78908,4,9000,2023-07-03 10:34:38
28399,48914,2,300,2023-08-13 07:09:14
28400,67615,4,100,2023-01-16 14:53:22
28401,99072,3,9000,2023-07-22 17:09:10
28402,65648,3,500,2023-05-07 09:18:25
28403,68957,2,8000,2023-06-03 23:48:15
28404,42511,2,600,2023-01-08 08:07:30
28405,11242,1,3000,2023-03-31 02:05:45
28406,22771,4,7000,2023-06-02 09:01:32
28407,23241,3,100,2023-06-05 06:20:14
28408,88269,3,5000,2023-06-22 16:10:34
28409,80211,1,6000,2023-08-15 03:20:33
28410,30542,1,10000,2023-08-25 10:10:21
28411,55194,3,1000,2023-01-20 11:25:01
28412,29375,3,4000,2023-03-10 05:41:58
28413,9896,5,500,2023-01-22 22:04:18
28414,85002,3,5000,2023-03-02 19:06:18
28415,19788,4,3000,2023-07-23 17:48:09
28416,36705,4,3000,2023-03-12 15:24:50
28417,62156,1,200,2023-03-05 00:50:35
28418,96677,4,10000,2023-01-28 20:20:43
28419,81199,3,7000,2023-01-29 19:59:39
28420,41304,4,6000,2023-06-21 11:49:22
28421,77406,3,5000,2023-06-04 02:56:58
28422,2877,5,8000,2023-05-30 20:39:41
28423,21290,2,200,2023-07-19 04:15:57
28424,52797,3,8000,2023-02-15 03:36:07
28425,79683,3,400,2023-08-02 02:07:28
28426,32190,4,10000,2023-07-31 16:33:58
28427,37522,2,7000,2023-04-25 18:07:45
28428,78970,5,10000,2023-08-07 14:41:21
28429,36459,5,900,2023-06-03 17:08:43
28430,51820,3,9000,2023-03-04 08:08:49
28431,34927,4,3000,2023-04-12 00:35:52
28432,11835,4,4000,2023-04-05 22:43:50
28433,4861,5,4000,2023-03-12 23:27:33
28434,43178,5,8000,2023-06-14 18:45:46
28435,2959,2,600,2023-07-10 11:34:34
28436,43335,4,900,2023-05-12 10:26:41
28437,70628,1,700,2023-06-02 23:45:02
